content,score,sentiment
layanan Tokopedia care nya sangat buruk. pertanyaan tak di gubris cs nya... aplikasi mulai masalah banyak bug!!!,1,negative
toko pedia tidak jelas topup dana saya dari tgl 2-08-2025 tidak masuk. tidak ada respon dari cs untuk mengembalikan dana. untuk seluruh pengguna aplikasi toko pedia lebih baik uninstal dari pada kalian kecewa.,1,negative
"hampir semua pejual di tokped lemot semua,saya yakin kl systemnya tdk dirubah pasti tokped akan gulung tikar,krn semakin lama org akan makin malas belanja disini.",2,negative
"saya sangat kecewa dengan aplikasi ini barang yang kami pesan tidak sesuai ketika mau di retur, malah tidak bisa diretur pihak aplikasi tidak bertanggung jawab atas komplainan gua upload ke youtube ataupun tiktok untuk aplikasi ini biar orang tidak tertipu dengan aplikasi tokopedia, yang menyediakan toko online penipuan barang",1,negative
"apa ini pilih promo gk bisa, bisa nya cuman ditentukan sinyal bagus tapi gk bisa milih promo",3,negative
mantap,5,positive
"terima kasih , kembaliannya dapat dibelanjakan kembali . sukses selalu .",5,positive
"sistem MULTI KURIR sistem paling ga guna, nyusahin pembeli, pengiriman lama, iya gua tau gratis ongkir,tapi kalo di bandingin marketplace sebelah lu udh ketinggalan jauh cokk, lu sistem gratis ongkir nya aja masih pake multi kurir apaan coba, kalo cepet gpp, ini mah lama banget, mana paketnya sering di handover buat pindahin kurir, yg harus nya nyampe 1-3hari gara² si MULTI KURIR bgst ini jadi sampe nya 7hari, buat kalian semua mending jangan pake ini aplikasi gajelas ini!!",1,negative
knp chatku tdk di balas dan link tojopedia blm di kirin,1,negative
terlalu lancang menyita saldo orang. alasan kerena ada perubahan nomor hp..,1,negative
Sukses Selalu Tokped. semakin banyak belanja Dan banyak bonus dan Gratis Ongkir,5,positive
tolong untuk pihak tokped klo ada promo besar besaran untuk toko penipu tolong lah di atasin lagi,5,positive
"isi saldo flazz awal 50 ribu sama admin jadi 51500 karna ga masuk status berhasil saya minta refund aja,eh cuma di balikin 1500 selanjutnya saya isi lagi kartu flazz saya 20 ribu dari kemarin saldo ga bertambah di keterangan transaksi berhasil sampe sekarang saldo masih belum bertambah, chat cs jawabnya lemot ga ada solusi",1,negative
mudah,5,positive
ok,5,positive
promo gila lagi dong,5,positive
keren,5,positive
"sekarang tokped jelek, pilihan expedisi pengirimannya sedikit terutama yg instan dan sameday jadi ga ada. kecewa.",2,negative
bagus,5,positive
bagus,5,positive
bagus,5,positive
lebih mudah ga ribet dan bertele tele,5,positive
mantap bisa pke dana klow byar,5,positive
banyak diskon 👍,5,positive
ok👌,5,positive
sangat membantu dalam membeli barang.. yg di inginkan... dgn harga yg lebih murah di banding belanja secara offline.. terutama tinggal di kalimantan.,5,positive
"saya kecewa chek out barang tidak sesuai komplain malah TDK ada kurir yg di tugaskan ambil barang smpai 3 hari di ganti drop of Mlah selesai otomatis, yg ke 2 brang melebihi batas tgl yng di tentukan TDK mendapatkan kompensasi",1,negative
Senang berbelanja di tokopedia,5,positive
"sebenarnya aplikasi tokped ini sangat bagus di tahun² lalu, tapi untuk saat ini jarang memberikan diskon. untuk gratis ongkir pun sekarang kalah sama si oren. Satu lagi, setahun ini seller² langganan banyak yang kena blokir",4,positive
"awal nya saya tidak pernah mengalami kendala barang palsu atau yg tidak sesuai dalam berbelanja di Tokopedia selama kurang lebih 10 tahun. namun baru minggu2 ini mengalami belanja 2 barang saya tertipu oleh penjual yang mengirim kan barang palsu. atau bahkan konyol. saya pesan jersey yg di kirim satu buah masker. yang behkan harganya seribu rupiah, mungkin setelah ini saya kapok memakai aplikasi ini. karna mulai banyak toko2 penipu yg menjual barang disini.",1,negative
"yuk tutup toko secara berjamaah aja, sejak gabung dengan Tokopedia pesanan selesai otomatis jdi 6-7hri bersaing yang bersaing secara wajarlah kl seperti ini trus lama' bisa mancet apk. sudah tidak asik lgi buat penjualnya.",1,negative
"menyusahkan sudah kenapa harus migrasi ke tikto shop dengan proses yang ribet dan potongan pajak dll yang ga habis pikir , banyak dirugikan",1,negative
"Gak terasa udah 10 tahun, tokopedia Semakin bagus 👍👍",5,positive
"kurirnya banyak yang ngaco, tokped juga ribet klo diminta tanggung jawab. belibet",1,negative
cepat sekali,4,positive
jangangn beli di sini pengiriman lama udah 8hari blum Dateng',1,negative
mudah berbelanja dan aman,5,positive
top,5,positive
memuaskan,5,positive
ribet tiap bulan harus di instal,3,negative
"bagus,,terus tingkatkan lagi",5,positive
#PINDAHORANGE Pencairan Dana Penjual Lama Penarikan juga Lama sekarang. buat apa direview dulu Cok. ingin ku emosi🙂🙂,1,negative
nice,5,positive
bermanfaat,5,positive
aktifin lagi tiket kereta api dong..knpa di hilangkan...payaahh,3,negative
"install ulang malah ga bisa login,tambah parah nih ijo",1,negative
suka,5,positive
"sudah tidak berguna, barang lebih mahal dari pada apk sebelah.",1,negative
belnja online no 1 dan terpercaya,5,positive
💯good,5,positive
tokped semenjak merge sama tt jd semakin ga menarik saatnya beralih ke toko oren,1,negative
"sering gangguan di rumah tokopedia, biaya aplikasi buat apa klu sering gangguan. wifi kuat, sinyal 4g kuat.",3,negative
"PELAYANAN CS SAMPAH SEKALI, BARANG TIDAK ADA SAMPAI SAMA SEKALI TETAPI STATUS SUDAH TIBA. DIKOMPLAIN TIDAK ADA KEJELASAN SMAPAI SKRNG.",1,negative
"kasih bintang 1 saja karena pengembalian barang di tokopedia ribet dan sulit,harus nunggu 3x24 jam harusnya 1x24 jam sudah bisa diatasi",1,negative
puasss,4,positive
bayar pajak e samsat gak dapet notifikasi,1,negative
kasih cara membatalkan pesanan dong udah 3 hari menunggu kurir gimana membatalkanya,1,negative
sekarang verifikasi jika pembayaran mengunakan saldo sulit sekali... padahal duit kita itu.. ribetnya seolah² duit yg ada di tokped ga boleh keluar... padahal saya hanya menggunakan aplikasi tokped.. karena ini saya kayanya akan berpindah ke toko sebelah,4,positive
tidak ada yang ngalahin ongkirnya shopee ternyata masih bagus dan mudah si oren,1,negative
fast respons,4,positive
transaksi praktis & slalu ada solusi kendala,5,positive
Tidak pernah belanja di sini lagi karena banyak sekali pesanan tetapi tidak pernah pesan sama sekali dan itu sangat menganggu. Ingin hapus akun tapi selalu alasan gagal dan eror. sangat mengecewakan.,1,negative
jelek.. barang ngga dikirim hampir 1 bulan tapi untuk pengajuan refund selalu ditolak pihak tokopedia.,1,negative
busuk,1,negative
mudah bayar dengan dana dan cepat proses nya,5,positive
mantab,5,positive
sangat cepat,5,positive
"Dalam waktu sekejap, cashback/bonus saya dari 20 ribu terpotong menjadi 192 rupiah saja tanpa saya melakukan transaksi. Sepertinya pelayanan Tokopedia tidak seperti dulu lagi, cukup mengecewakan. Tiba-tiba harga naik ketika ingin melakukan transaksi dengan produk yang terkait. Sangat mengecewakan Tokopedia saat ini",2,negative
ADMIN KAGA BECUS DALAM MENANGANI KOMPLAIN,1,negative
good,5,positive
"jauh banget perbedaan ongkir sama shopee padahal sama"" dari Cirebon di shopee gratis ongkir ke aceh Tokopedia malah 70rb",1,negative
"Saya sering belanja di tokopedia, tapi saat ini ada transaksi saya dr tgl 22 juli 2025, cancel otomatis dr sistem. Tidak tau kenapa. Saldo yg kembali terpotong, dan sampai saat ini belum kembali. Sudah mengajukan komplen via aplikasi tp belum ada tindak lanjut dan penyelesaian. Setiap chat dengan CS, selalu dalam proses. Bagaimana jalan keluarnya dan harus berapa lama?",4,positive
bagus,5,positive
"tolong dong, kalau barang tinggal dikit, bayar pakai VirtualAccount, batas waktunya kok cuman 5 menit, gimana orang yang mau bayar lewat ATM, butuh waktu ke ATM. giliran waktu nya habis, itu liat barang yg mau d beli lagi, hilang, gak bisa di akses mau d beli lagi, aing lupa barang apa apa aja.. tolong d benerin, masukin histori walaupun ga terbayar, biar bisa d proses checkout lagi",3,negative
"aplikasi banyak penipuan, banyak owner toko yang suka nipu, miskin semua kerjaannya cuma nipu, aplikasi dajjal, aplikasi yang sangat tidak dianjurkan untuk memesan suatu barang, isinya cuma pembodohan, pencurian uang, mau di komplain selalu tidak bisa di komplain, harus selalu menunggu dan menunggu, kayak aparat di negeri...., gaada tindak tegas sama sekali",1,negative
"tokped sekarang banyak seller penipu berkeliaran, tlong di benahi untuk seller lampirkan foto KTP identitas dan tempat tinggal/ alamat toko biar bisa dicari",1,negative
ini kenapa lagi layanan kurir instan gak bisa lagi di tracking posisi kurirnya,1,negative
sangat membantu,5,positive
baru turun,1,negative
"aplikasinya sangat mudah, apalagi sudah gabung di tiktok. mantab👍",5,positive
kembalikan ke aplikasi tokopedia seller saja. makin lemot dan biaya komisi nya makin gede. blm lg ada tambah potongan lain2,5,positive
ga support bayar di Indomaret/Alfamart,1,negative
baik,4,positive
terimakasih aplikasi yg sangat membantu,5,positive
aplikasi tdk semudah yg disebelah..ribeeett.. proses komplain dan pengembalian dana dan brang juga ga simple.. lalu cs nya juga payaahhh.. baik dj chat maupun di tlp sangat2 tdk solutif.,1,negative
Saya tidak bisa login ditokopidia,2,negative
selalu membanyu dikala sulit,5,positive
"tidak ada reting untuk kurir, kurir yang kerjasama dengan tokopedia jelek jelek sekarang",1,negative
nice,5,positive
membantu,5,positive
"selalu di ambil alih saat pengiriman barang di tengah jalan. awal ekspedisi jnt/JNE tiba tiba di handover ke IDX dan harus proses sortir dri awal lgi. estimasi sangat lama dan selalu terlambat, semakin buruk dalam pengiriman.",1,negative
ok,5,positive
Tokopedia care g guna.,1,negative
"UI nya sekarang ribet ga friendly, mau liat notif aja harus masuk2 banget",3,negative
tokopedia nie gk ada custumer service kah.?! biar kita bisa ksh tau kendala di lapangan termasuk expedisi stuck yg menghambat operasional custumer.?! saya beberapa kali terkendala expedisi stuck tp gk tau hrs pengaduan kmna...,3,negative
bagus,5,positive
mantap dan berkualitas dan aman banget,5,positive
mudah dan menyenangkan,5,positive
"08/2025: sebelumnya saya kasih bintang 5, sekarang saya kasih bintang 1 dulu, karena alamat sering berganti sendiri, padahal sudah ditetapkan alamat utama nya. Lalu kolom diskusi hilang, sehingga kadang pelanggan kurang informasi terkait produk, padahal butuh cepat.",1,negative
mengganggu,1,negative
"Belanja di Tokopedia tidak ada perlindungan Konsumen, barang tidak sampai ke Konsumen tapi dianggap sudah sampai",1,negative
"Terimakasih, pengembalian pembayaran langsung masuk saldo refund . saldo langsung bisa saya buat belanja lagi. Saya batalkan ternyata saya gak tau toko sedang proses upgrade. 🥰🙏",5,positive
goodjob,5,positive
sangat recommended,5,positive
simple,5,positive
pembaruan Mulu ah tokped ini,2,negative
Tidak bisa upload produk baru setelah dihubungkan dengan tiktok,1,negative
jossssss,5,positive
good,5,positive
"kalau gx mau jusl ya udah,usia saya 35 thn kok dibatasi mau belanja ya udah,pembeli harus memilih gak boleh",1,negative
"kagak jelas udah tf prosesnya lama banget hampir seminggu kalo di batalin harus nunggu pihak tokonya ,mana pihqk tokonya gak bales² chat ,mau pengaduan ke pihak cs gk bantu bgt malah di kasih pedoman ,tolonglah klo gak ada barang atau proses lebih dari sehari balikin aja uangnya ,soalnya tu uang titipan teman nitip beli",1,negative
good service,5,positive
Di Tokopedia ingin menambah wawasan bisnis agar dapat keuntungan besar,5,positive
eh kentut lu tokped..kebanyakan iklannya sialan....,1,negative
bagus....sangat membantu,5,positive
"Pelayanan toped jatuh setelah diakuisisi oleh tiktok shop. Mitra kurir seperti ninja express suka ngilangin pesanan. Komplen ke toped kayak naburin garam ke air laut. Di reject. Kecewaaaaaaaaaa. Tokopedia telah merugikan seller dan buyer dan Harus memberikan kompensasi Financial pada buyer dan seller, serta penalti pada kurir dan pihak internal",1,negative
Baik,5,positive
sangat bagus,5,positive
keren,5,positive
sangat sangat sangat mantab,5,positive
trimakasih...sangat mambantu,5,positive
iklan Tokopedia sangat mengganggu. tidak perlu memaksa orang menontonnya. Saya pasti tahu harus cari tempat belanja di mana dan bisa mendownload langsung dari Google play. sangat menjengkelkan karena disaat menggunakan gadget hampir tidak bisa keluar dari penampilan iklan sangat buruk dan sangat merugikan,2,negative
aplikasi apa sih ini. mau check out tidak bisa bisa. error trus. trus lu mau jualan atau apa sih ini apk. ngga jelas,1,negative
"parah, semenjak disuruh upgrade ke tiktokshop, notifikasi penjualan ga pernah ada, chat sering eror tau-tau pesanan udah terlewat, udah gitu potongan penjualan gede banget.",1,negative
ongkir yg menjadi beban jdi bnyak yg beralih ke sebelah....kata'y gratis ongkir pas di co muncul tu ongkir nya..,3,negative
gak lagi lagi pesen paket lewat tokped. kurirnya luamaaa pol dan pihak tokped sama sekali ga gercep buat nanganin masalah paket saya yang sudah terlambat lebih dari seminggu dari tanggal yang dijadwalkan. tokped sekarang udah gak kaya dulu lagi👎,1,negative
"CS nga jelas, nga bisa kasih solusi Terlalu lembek ke seller, barang 4 hari belum di pick up juga di bilang masih dalam waktu estimasi???? Giliran barang belom sampai sampe batas waktu yg di jadwalin, tiba-tiba di perpanjang lagi sendiri waktu estimasinya, saya juga sudah chat seller tapi ngada jawaban juga Suka-suka anda ajalah PED 👎👎👎👎👎",1,negative
Alhamdulillah baik dan sangat memuaskan,5,positive
susah bwt di batalin sekali pecet langsung di proses kcewa dah pake toko pedia udh lama harus nunggu pdhl cuma di batalin harus nunggu persetujuan tokonya gak gk setuju langsung di kiri.. dsnih sulit untuk di batalkan kecewa dah asli mendingan di oren ajh kalo gtuh,1,negative
susah dp voc disc,1,negative
"jelek isi flash ko gamasuk,rugi ni pengguna",1,negative
Gila kenapa Tokopedia seler di afliansi ke tiktok gila bener jadi sulit usaha kami,1,negative
bagus penanganan nya,5,positive
"Tiap transaksi pasti gagal, terindikasi kesamaan info data dengan akun lain, padahal no telp dan penerima berbeda, di satu alamat rumah kan bisa terdiri dari beberapa orang penghuni, masa harus pakai 1 akun.. syarat dan ketentuan yg aneh..",1,negative
Semoga bisa bermanfaat aku jg mau jualan buat tambahan hidup,5,positive
"hati2 dlm belanja di tok ini, ada seller nakal, informasi tidak sesuai dengan barang yang datang. thx",3,negative
"Bug akses media di android 16, jadi nggak bisa upload gambar dan video",3,negative
puas banget,5,positive
bagus apps ini,5,positive
Call center tidak jelas dan respon lama,1,negative
"hallo admin, saya telah lama tidak menggunakan aplikasi tokopedia ini, tadi saya menerima kode otp melalui WA saya.Jika ada transaksi menggunakan nomor saya dan menggunakan identitas saya,Maka saya tidak bertanggung jawab kecuali ada verifikasi dengan wajah saya.Terima kasih.",5,positive
bagus,5,positive
ok banget belanja di aplikasi ini🤗,5,positive
kereennn,5,positive
keren saya suka,5,positive
pengirimannya d cepetin,2,negative
"kapok pake gopaylater, blm jatuh tempo telpon terus2an, spam yg sangat mengganggu.. jgn coba2 deh. telat sehari aja denda 50k.. gilaaa",1,negative
mudah dan cepat,5,positive
okee,5,positive
"kebijakan tolol, bikin menyengsarakan seller..marwah Tokopedia makin hancur",1,negative
"aplikasi molor ini.. lambat .. tidak sperti lazada.,,lazada gercep..",5,positive
"SEMENJAK GABUNG SAMA GOJEK,, UDAH G ADA DISKON GEDE LAGI BIAYA PENANGANAN MAHAL,, UPDATE MULU TAPI G ADA BENEFITNYA..",1,negative
sangat simpel ga ribet,5,positive
Banyak toko yang mendisplay produk tapi barang tidak ada setelah cekout melakukan pembayaran dengan plus jasa BLA BLA BLA tapi kenapa chat seler tidak merespons! Kesengajaan agar kita melakukan pembatalan dan PENGEMBALIAN UANG TIDAK SESUAI DENGAN PEMBAYARAN SAYA DIAWAL DAN SELALU ADA POTONGAN!!! SERING SAYA MENDAPATKAN KEJADIAN SEPERTI INI. TIDAK ADA RESPON YANG BAIK DARI PIHAK APK.,1,negative
bagus,5,positive
kl udah mau bangkrut y sudah bangkrut aja tokped sy pribadi rela banget... ga usah berusaha bangkit lg krn masyarakat sdh krisis kepercayaan ke kalian yang kinerjanya kurang bagus dan tdk profesional.,1,negative
Harus ditingkatkan lagi pelayanan tokopedia care,1,negative
"siap-siap kabur dari tokped, langganan plus sudah lama sesi 6 bulan terakhir akan berakhir 3 September 2025 pas mau perpanjang biayanya jadi 150 rb perbulan 6 bulan jadi 900 rb enggak ngotak banget kan!!?... dah capek gue... sak karepmu lah.",1,negative
mudah praktis aman barang ori,5,positive
Kenapa setiap kali hapus cache di aplikasi tokopedia tiba2 loguot & harus login lagi kalo mau buka aplikasinya..,4,positive
tokopedia is the best,5,positive
"tokopedia sekarang kalah sama sh*pe, terlalu fokus sama t*ktok",3,negative
paylater tidak bisa di gunakan full di batasi ga enak banget pkai tokopedia,1,negative
"sy top up e-money 500rb transaksi berhasil tp saldo blm bertambah. dimintain bantuan tidak membantu, diputer2 bikin bingung.",2,negative
"halo mimin, aplikasinya masih kurang stabil & optimal. jadi susah beberbelanja di Tokopedia yang error terus",1,negative
agak susah pilihan di menu utama,5,positive
good,5,positive
"benerin aplikasi nya kak. nih contohnya pembelian min 50 max 400. caranya gimana biar 200 aja tanpa banyak pencet² + / -? coba belajar sm orange kak gmn dia bisa mengatur jumlah co, mencet cm sedikit dengan mudahnya... toped menguji kesabaran banget😤😤😤",1,negative
banyak promo Manarik,4,positive
"selalu lama dikonfirmasi kalo pesan barang manapun,",3,negative
sangat baik,5,positive
Aplikasi makin banyak bug.. lemot.. perbaiki lagi..,2,negative
tolong dong bug di penggantian alamat ga ada tanda baca aneh2 kok Masi aja gabisa diganti,1,negative
"saya kecewa sm fitur buat komplainnya, jelek poll. disuruh upload lampiran riwayat tp gada toolsnya gimana sih bikin aplikasi layanan gak melayani. sok sok an bikin tokopedia care tp ga care. gada solusi samsek. mana bot nya muter2 bgt lg nanya nya ganyambung. uninstall aja dah keknya. JELEKKK DAN GAK RESPONSIF BANGET. ini mo komplain nunggu jam kerja pagi.",1,negative
Stop bikin kupon palsu dan pembodohan yg kalo diklik klaim pun ga ada kupon yg masuk ke halaman cek kupon! Penipuan dan pembohongan publik!!,1,negative
kok fitur chat bantuan dijawab sama boot yaa? gimana cara terhubung dg cs lgs biar ga spt ngomong sama meta,1,negative
"banyak scam, dan gak bisa cara ngebadain asli official apa bukan. gk depkripsi tentang tokonya kalo emang official",1,negative
bagaimana cara bayar tokopesia card ini? dari bulan lalu disuruh kembali 15 menit lagi 🤣🤣🤣🤣 tolong CS manusianya jangan bot tidak menyelesaikan masalah,5,positive
sangat membantu,5,positive
"tolong tertibkan toko nya,masa order udah 4 hari masih aja diproses.ganti batal otomatis maksimal 2 hari.gak bermutu banget",1,negative
Sangat bagus dan murah,4,positive
oke,5,positive
aplikasi yg sangat bagus,5,positive
"tolong lah klo penjual ga niat jualan di tutup aja atau bikin absen klo hari ini dia jualan, saya pesan barang ga di kirim2 sma penjualnya.. dan 1 lg ekpedisi antaraja ga usah di pake , ekpedisi lemot paling lemot parah itu ekpedisi bikin pembeli kecewa!",1,negative
Nice App,5,positive
Semoga Tokopedia Card nya di ACC,5,positive
nyesel belanja dapat bonus kirain bisa dipakai langsung ternyata cuma terpakai 5% dari total belanja saat co blogggggg🗿🗿🗿🗿,1,negative
Ribet ga bisa kirim Video ketika kita mau Claim barang ke Seller.. harus Upload Feed ketika mau Upload Feed harus terdaftar di Tiktok Shop.. Kecewa!!!,1,negative
"aplikasi belanja online terbaik ,maaf kalo boleh kasih saran gratis ongkirnya tanpa minimum pembelanjaan",5,positive
Mntap,5,positive
top,5,positive
saya berharap fitur search produk menggunakan foto bisa lagi pdhal itu sangat bermanfaat buat kita.,3,negative
simple,5,positive
belanja di Tokopedia nyaman mudah dan bertanggung jawab,5,positive
"Tokopedia tidak memberikan solusi dari pembeli , beli barang sameday 3 hari ga sampe ,ajukan komplain suruh tunggu investigasi 3 hari , ujung ujung nya tunggu ekspedisi mengantarkan barang , padahal kesalahan ada di ekspedisi , keburu tidak butuh barang nya chat cs malah disuruh nunggu dan dibilang suruh fokus ,tiba tiba leave chat begitu saja , padahal kesalahan ada di pihak tokped , tidak bisa dibatalkan, sudah dua kali seperti ini mengecewakan",1,negative
okelah,5,positive
"sinyal bagus, kuota banyak, tetep aja ngelag saya cari di pencarian ga muncul sama sekali, bener bener kaya loading yang lama banget 1000 tahun",1,negative
Ongkirnya mahal2 mau beli jadi males,2,negative
"respon lambat sekali, saya tertipu tapi pihak cs toped tidak membalas chat saya dan selalu yg menjawab mesin .... skrg toko seller tsbt sdh ditutup permanen, terus nasib saya gimana toped... SANGAT TIDAK PROFESIONAL... CAPE, MAU KOMPLEN KEMANA LAGIIIII....",1,negative
bagus sekali apk nya,5,positive
baru mencoba,4,positive
ok,5,positive
Alhamdulillah tenang puas terimakasih,4,positive
"Anehh.. untuk produk dengan kandungan NIKOTIN dilarang tapi Kalau minuman yang mengandung ALKOHOL BEBASS 👍. Top BGT harga barang 153.900 x2 = 307.800 (harusnya yaa) tapi di Mark up jadi 324.000 blm ongkir, blm lagi ada embel-embel ""kamu hemat 16.200"" kocakk.",1,negative
bagusss,5,positive
banyak gratis ongkirnya cuman sayang pabila ada pembatalan tidak bisa di batalkan oleh sistem harus minta persetujuan seller.namanya juga orang jualan pasti di tolak kalau minta pembatalan itulah masalah keluh kesah sebagai pengguna tokped,3,negative
"Customer service ga jelas, transaksi gagal saldo tetep berkurang. sudah lebih dari 24 jam gaada tanggapan",1,negative
"klu ada update tak perlu lah ubah banyak tampilan atau perpindahan posisi pilihan menu,",2,negative
"nguras waktu, nguras kesabaran. Ai pinter? Bobrok bangett. postingan disalah salahin mulu.",1,negative
"Stupid! ni apk mengalami kemunduran dan lama2 bangkrut juga makin kesini makin jelek. Balikin ke dulu lagi lah ke semula seller tokopedia, ga usah integrasi2 ke tiktok segala... Nyusahin seller! Udah nyaman jualan model lama, ini malah pake acara pake aplikasi lain, menuh2in data aja",1,negative
"terbaik sampai dengan saat ini, buat saya.",5,positive
"Kendala error terus untuk tersambung ke Gopay, ada apakah?, padahal sebelumnya sudah terhubung",1,negative
susah di update dan pembelian di aplikasi ini jika pedagagang mengirim barang tidak sesuai / cacat susah untuk di retur jadi males,1,negative
"Kebijakan untuk pengiriman satu buah paket saja tapi dengan melempar² ke 3 perusahaan jasa ekspedisi. Yang dikirim satu barang doank, bisa dikirim oleh 3 ekspedisi ini sangat menghambat dan membutuhkan waktu lebih panjang dalam proses pengirimannya...",1,negative
bahan dan produknya bagus dan memuaskan berlanganan degan anda,5,positive
Terimakasih,5,positive
Kenapa Saya Tidak Bisa Daftar/Aktifkan Paylater Min.,3,negative
bagus sangat membantu,5,positive
culas ni tokped.beli barang menggunakan layanan gosend instan malah di masukin ke driver yang bawa 3 barang.niat pengen cepet sampe malah jadi lama sampe nye.tau gitu mending w pake samday sekalian.jadi kapok,1,negative
Apakah ada nomer CS yg bisa dihubungi? Pengaduan via aplikasi sangat lamban. ID laporan #13803982. mohon ditindak lanjuti,1,negative
banyak penipu di tokopedia nih,1,negative
anjir nyari bufring Mulu lol lah,1,negative
"banyak toko yg mati, beberpa kali pesanan saya tidak direspon dan dibatalkan sistem. buang2 waktu",2,negative
belanja aman di Tokopedia aja..🙏👍👍👍,5,positive
"Sudah Ok,cuma upload foto hrs 10MB.pdhl sblmnya lancar jaya.tdk harus 10MB..trims",5,positive
satset tanpa ribet,5,positive
mudah dan praktis,5,positive
"makin lama aplikasinya dan experience pemakaian semakin buruk, sepertinya semenjak ""diakuisisi"" toktok, terasa seperti sabotage dari dalam.",1,negative
saya berharap barang yg diorder/dipesan sesuai iklan tutorial nya..dan Tokopedia melakukan pengawasan yg baik 🙏,5,positive
mudah bertransaksi dan murah beaya nya,5,positive
"semenjak gabung tiktok shop jadi amburadul, terpaksalah pakai oren sekarang",1,negative
pake acara gabung sama tiktok bikin ribet seller,1,negative
bagus,5,positive
Saya hapus aplikasi Tokopedia karena ongkir nya semua mahal,1,negative
"bagus, simpel, murah",5,positive
sudah banyak toko yg menipu. pengajuan komplen jg kurang tegas. coba di periksa lg toko ggoodmarket. toko penipu.,1,negative
semoga menyenangkan,5,positive
aplikasi toko pedia bagus dan mudah utk login...tokopedia gak susah dan gak ribet utk login...kalo yg lain susah dan ribet utk login harus ganti kartu... hanya toko pedia yg gak nyusahin...,5,positive
"denda keterlambatan bayar terlalu besar,terlambat 1 hari denda 50,itu bukan denda tapi pemalakan 🤣",1,negative
sangat mudah,5,positive
harga nya jauh lebih mahal...,1,negative
"tolong bagi pihak Tokopedia & seller untuk lebih responsif lagi terhadap Pelanggan,saya sudah mengalami pengalaman buruk beberapa kali dalam pembelanjaan di aplikasi ini, masalah utamanya saat saya belanja & berniat meng cancel barang yg belum ada beberapa jam sejak pembelian.tapi ttp tidak ada respon mau dari pihak seller/aplikasi belum lagi ini saya sedang menunggu konfirmasi dari seller & aplikasi terkait kapan barang saya akan di kirim padahal pembelian sudah di lakukan dari 3 hari yg lalu",2,negative
keren,5,positive
kurir tokopedia kurang bagus pengirimannya,1,negative
masih banyak Eror Di Produk sama Voucher kendalanya saat pakai voucher bisa tapi saat mau bayar malah eror harganya malah naik terus voucher gratis ongkirnya yang tidak bisa dipakai padahal di voucher akun tersedia udh jadi member lama ajh kok gini sih malah aneh updatenya tolong diperbaikin dong,3,negative
"aplikasi gak jelas.. gak jadi co aja, voucher langsung hangus..",2,negative
Untuk Pengiriman Nya Sangat Lama....Ditambah Lagi Tidak Bisa Melihat Map Pengantarannya Dan 5 Hari Ini Paket Saya Tidak Ada Update Nya,1,negative
"Pelayanan CS sangat mengecewakan! Tidak ada solusi, hanya disuruh menunggu tanpa kepastian. Asuransi produk pun tidak ada gunanya. Saya terpaksa menghubungi CS juga karena toko tidak merespons sama sekali — jadi harus berharap ke siapa lagi? Proses pengembalian dana sangat sulit! Pengalaman belanja di Tokopedia kali ini benar-benar buruk. Mohon evaluasi dan perbaikan serius untuk produk kosong tolong dikasih fitur penjual bisa balikin dana otomatis tanpa pembeli yg ngajuin terlebih dahulu.",1,negative
lumayan cepat dan menyenangkan,4,positive
bagus produknya,5,positive
cukupn memuaskan,5,positive
bagus,5,positive
"minim respon jika ada kendala, yg jawab robot, akun ke hack juga susah di dapat kembali, admin tokopedia tidak profesional, seharusnya toko online sekelas ini sdh harus menyediakan cs yg bisa langsung di hubungi, di tokopedia yang jawab hanya robot, tdk ada penyelesaian sama sekali, maaf saya cabut dari tokopedia",1,negative
saya ingin waktu barang saya di lacak tolong hadir kan map nya juga biar lebih tau posisi nya dimana tapi overall bagus aplikasi nya,4,positive
"always good, hopefully",5,positive
bagus aplikasinya tapi tolong kembalikan fitur ketegori dong biar enak liat produk yang paling banyak dijual 🙏🏻 sama tampilan di pc juga kalau mau liat produk berdasarkan ulasan yang ulasannya terbanyak nomor 1 malah gk ada min malah di hp yang ada,5,positive
keren nih mudah cepat dan akurat,5,positive
"lelet , miss informasi , pelayanan kurang lengkap tidak menggunakan manusia tetapi memakai bot",1,negative
ok,5,positive
"Klu bsa pmbyran dengan kartu kredit jgn ada min payment 50rbu, coz d tiktok shop aja bsa 10rbu",3,negative
keren,5,positive
Sangat Bagus.,5,positive
"tokped thai wifi bagus tp.kenapa mau log in sja ngga bisa masuk2....shoppee,lazada,zalora saja lancar lah ini malah muter2 terus....💩💩",1,negative
"sekarang toped di hape , banyak fitur yg tidak berfungsi di hape saya, seperti komplain, diskusi penjual, ganti metode pembayaran. entah kenapa versi lama lengkap dan berfungsi, skrg tidak nyaman, menurut saya pribadi, bahkan setelah reset bahkan install ulang hasilnya sama.",3,negative
"Semakin lama semakin ga rekomendasi bayar tagihan via Tokopedia !!! Sudah tidak ada lagi Promo-promo menarik, ditambah lagi ada biaya layanan dan biaya aplikasi !!!",1,negative
"simple, gampang pakai",5,positive
Makin di-update malah makin jelek. Buat scroll cek kupon aja nggak bisa,1,negative
GOODGAME,5,positive
"tolong hadirkan lagi promo cicilan Gopaylater bunga 0% untuk toko toko lain, saat ini memang masih ada promo tersebut, tetapi hanya diprroduk Huawei",4,positive
mantap,5,positive
