content,score,sentiment
"Saya sudah mulai males dengan shoppe. Banyak barang yang gak bisa COD. Payletter di bekukan karna jatuh tempo (di kiranya pelanggan banyak uang), padahal sisa tagihan bulan kedepannya juga di lunasi lebih awal dan denda juga di bayarkan. Setelah paket terakhir sampai, terpaksa harus hapus shoppe.",1,negative
aplikasi busuk sampai sekarang pengembalian dana ga kelar²,1,negative
sangat membantu berbelanja di shopee aman dan terjamin harga dan kualitasnya,5,positive
lebih murah,5,positive
Sangat membantu dalam berbelanja online,1,negative
"malas bngat liat aplikasi oren ini, lama bngat ngirim paket nya",1,negative
"aplikasi busuk tiap order Shopee food pake yg cepet knpa di kasih double orderan driver, tau double order mending saya pake pengiriman yg biasa..",1,negative
Toko Online Nomer One ✌️,5,positive
shopee selalu amanah jadi suka belanja di shopee 🥰,5,positive
best,5,positive
mantap,5,positive
"alhamduliillah,semejak ada sopi enak blnjaya",5,positive
bagus sekali dan berguna,5,positive
"sekarang belanja di shopee tidak sebagus dulu, sekarang suka membatalkan pesanan yang sudah mau sampai, yang perjalanan sudah 2 Minggu dibatalkan tiba2, berbagai alasan dari admin shopee nya, terakhir suruh pesan ulang, hbis dipesan ulang, sudah perjalanan 10 hari tiba2 dibatalkan lagi dengan alasan yang sma, sungguh merugikan waktu pembeli!!!!",1,negative
aplikasi belanja yg sangat bagus banyak promo dan gratis ongkir nya.... mantabh semoga tambah sukses lagi shopee....,5,positive
mantap,5,positive
Sofi amanah insya Allah berpangganan,5,positive
saya suka shopee,5,positive
tau2 kembali uangnya tanpa ada pemberitahuan,5,positive
apl Sagat berguna,5,positive
best,5,positive
apk ini sangat bagus buat belanja online,5,positive
fitur pop up ny kyky bikin lemot,5,positive
"suka banget sama Shopee karna memudah kan kita untuk membeli barang dengan harga murahh, aku suka banget pokok nyaa",5,positive
"Dengan shopee semuanya menjadi mudah,Alangkah baiknya kalau shopee memberikan kredit buat pelangan nya dengan mudah juga",5,positive
bagusss,5,positive
good job,5,positive
"keren keren mantaf pool,,,👍",5,positive
aplikasi sangat membantu,5,positive
barang sesuai💗💗,5,positive
pengiriman sering tidak tepat waktu,1,negative
"apk shopee ini berguna bgt, tp akhir akhir ini ga bisa digunain, mau check out, buka keranjang, lacak pesanan, itu ga bisa semua kyk jaringan tidk stabil, pdhl jaringan udh bagus bgt, itu knp y",4,positive
tidak bisa cod,5,positive
toko ini tepat waktu,5,positive
so far so good,3,negative
good,5,positive
"sangat membantu kadang2 barang yang kami butuhkan tidak tersedia di toko terdekat, tetapi shoppy selalu ada, terima kasih shoppy.",5,positive
sangat bagus,5,positive
ok,5,positive
bagus bener aplikasinya banyak barang nya,5,positive
sangat berguna,4,positive
"Shopee Indonesia Memang Mantaap.. Mudah Digunakan, dan Banyak Voucher juga Promo, Terima Kasih Shopee...",5,positive
"apk shopee ini sangat bagus dan sangat membutuhkan kita untuk belanja dan berbagai macam lainya..intinya sy sangat senang sekali dgn apk shopee ini..semoga sukses sllu dan sllu menghadirkan fitur"" terbaru",5,positive
belanja di sini menyenangkan,5,positive
shopee paling debess,5,positive
terima kasih,5,positive
good,5,positive
risi sama iklannya doang,1,negative
saat ini msh bagus,5,positive
"berbelanja di sini sangat mudah dan memuaskan dan saya sangat suka berbelanja di sini, barang nya ori dan produk nya banyak.",5,positive
"good jobs shope,, lebih teliti lgi dlm pengiriman hrus d lakukan second cek shngga tdk trjadi kesalahn dlm prngiriman",5,positive
aplikasi ini sangat membantu belanja online ❤️❤️,5,positive
lumayan,4,positive
"cari official store sulit, tidak ada kategori mallnya, star dsb",1,negative
tingkat kan terus pelayanan yg sudah baik... semoga shopee makin sukses,4,positive
koc flijkr pp,1,negative
"saya berikan 3 Bintang dulu ya.. karena Shopee pay saya belum disetujui. sejauh ini pakai Shopee, bs belanja dgn Baik",3,negative
mantap,5,positive
tolong perbaiki shopee ini bug Mulu padahal di keranjang udah barangnya tapi malah ilang semua dan saat search barang malah memuat gaada gambar nya tolong perbaiki,3,negative
mantappp the best,5,positive
bagus,4,positive
"mantapp, bs paylatter, pengiriman cepat, transfer bank gratis",5,positive
pengalaman belanja online yang terbaik,5,positive
salam belanjanya di toko resminya di jamin belanja di shopee memuaskan..,5,positive
"transaksi cepat ,barang sesuai",5,positive
pelayanan yang sangat bagus dan baik,5,positive
sesuai pesanan lain yang disebelah 🙏🙏🙏,5,positive
"pengiriman lama sekali, pelayanan ekspedisi Spx buruk dan lama, kadang barang di curi juga oleh kurir",1,negative
sangat menarik,5,positive
mantab,5,positive
murah meriah cuma di shoppe tentunya bisa cod,5,positive
tempat belanja terbaik,4,positive
amazing,4,positive
tidak bisa membatalkan barang,3,negative
Www tamil di edegghnnbunwe ed ya bee viona ya ggbbf bn rtt di gbretvwe ya,2,negative
baik saya suka,5,positive
sangat membantu kotong yang jauh dari kota,5,positive
mantap dah. tp mohon ilangin toko yg ga amanah,5,positive
mantap,5,positive
pelayanan dan pengembalian dana memuaskan,5,positive
"buat shopeefood, kalo harga tolong jangan berubah ubah, mau order makan, pas udah topup harga malah naik, gak jelas👎",2,negative
"gratiiis, lebih good",5,positive
mantap mania mancing,5,positive
sjk 3th lalu jd memudahkan pencarian barang2 apa saja & komponen2 mobil mesin dll kebutuhan rumah tangga kilkas mesin cuci dll semua lengkap sampai ban mobil pelk dan ac mobil yg diperlukan nya hanya terkadang ada sj penjual2 yg masih bersifat nakal coba artikan sendiri sj pesan blower 2 inch hija tnp sambung pipa plastik sdh jelas2 3 bh lah kok dikirim barang murahan dg harga mahal wuah itu digletakin saja sbb mau dikembalikan aplikasi shopee nya tdk mendukung sll loncat2 jian tolong diatasi ya,5,positive
P U A S dan MEMUASKAN,5,positive
bagus apk nya minusnya mau belanja gada dana😂,5,positive
"apk shopee sangat"" AMANAHhh,,,👍",5,positive
shopee bagusss bangett ramahhh ramah,5,positive
bagus,5,positive
👍👍,5,positive
aplikasi belanja online mantap,5,positive
aplikasi belanja utama.,5,positive
"Tolong sediakan nomor kurir yang mengantar paket, saya mengalami kendala ketika kurir tidak menghubungi saya sama sekali saat saya memesan paket dengan metode cod, dimana seharusnya estimasi sampai maksimal tanggal 16-17 oktober, namun hingga hari ini tanggal 18 Oktober paket saya belum datang juga dan kurir sama sekali belum menghubungi saya.",4,positive
puas .. mudah membantu..keringansn rakyat miskin trmks,5,positive
"sampai saat ini,bagi saya pribadi aplikasinya masih bagus dan sesuai ,& semoga kedepannya tetap atau bahkan makin baik pelayananny,demi kenyamanan pengguna,pertahankan 👍👍👍",5,positive
Josjiss okeh bgt🔥🙌,5,positive
terbaik,5,positive
sangat membantu.,5,positive
sangat membantu keperluan,5,positive
bagus membantu,4,positive
bagus banget.,5,positive
Bagus,5,positive
mantap,5,positive
menurut saya matikan free order 30 hari. kadang pembeli terjebak dengan free order 30 hari. 7 hari saja sudah cukup. chat seller yang balas bot robot,2,negative
Mempermudah belanja kebutuhan👍,5,positive
"minim user experience, jika kita kehilangan nomor, tidak bisa login lagi dan kita diminta hal hal aneh seperti foto KTP, Passport sambil selfie, seperti kita mau kredit di bank, pinjol dan sejenisnya. yang tidak terbiasa dengan hal hal ribet atau tidak sembarang memberi data pribadi tidak usah download.",1,negative
"eanak,aman,dan nyaman",5,positive
dengan adanya shopee belanja lebih ringan tanpa berjalan kesana sini.,5,positive
belanja online jadi lebih mudah,5,positive
Leg jelek,1,negative
"layanan nya bagus , di percaya juga",5,positive
Eeaa eeaa shopeefood makin lama makin turun bonus nya buat customer .. wkwkw karena sudah bnyak yg order d shopeefood.lama lama cuma gratis ongkir wkwkwk,5,positive
shopee d'best👍👍,5,positive
mantap lah pokoknya,5,positive
bagus..dapat dipercaya,5,positive
pengantaran sesau gak pernah lewat dari tgl kirimnya.,5,positive
"jdi aplikasi gausah sok asik ,naro gambar pake titik titik biar digeser masuk shopee biar apa? buang buang waktu kocak ,aplikasi populer kok maksa di pake ,kalau bisa kasar udh kukasarin",1,negative
nice,5,positive
oke,4,positive
"sangat bagus, pernah klaim tanpa ada video unboxing (lupa rekam). ttpi karna video barang dan deskripsi masalah jelas uang kembali... mantap..",5,positive
baik,5,positive
aplikasinya bagus dan bermanfaat,5,positive
banyak gratis ongkir,5,positive
barang sesuai pesanan tapi untuk ketebalan dikurangi,5,positive
"aplikasi buruk jasa pengirimanya spx yang sangat lelet , gausah sok gratis ongkir mendingan bayar tapi ga lelet parah kota besar ke kota besar 1 pulau aja seminggu paket gak nyampe2",1,negative
"shopee food membuat keluarga ku emosi dikarenakan salah memberikan makanan yang dipesan beli nya OTI ngasih nya bakso untung balik lagi kalo ga ku kasih bintang 1 , tolong ya paaa jangan diulangi lagi",3,negative
mohon di beri sanksi untuk toko yg tidak amanah,5,positive
kualitas barang yang dijual bagus sekali,5,positive
shopee solusi terbaik belanja onlen lebih mudah aplikasinya lebih banyak bonus vocher nya makin jaya dan sukses buat shopee,5,positive
"knp pas aku ajukan pengembalian barang,,, semua harga produk jadi meloncat pd mahall semua",4,positive
mempermudah segala keperluan pribadi,5,positive
"Belanja di Shopy banyak kemudahan dlm pembayaran ada COD,COD buka dulu.spayleter dan lainnya.Tokonya banyak dan produknya sesaai harga.Shopy Yes...",5,positive
cut o,3,negative
mantappp,5,positive
"Pengguna setia Shopee,mudah dalam berbelanja 😁😁😁👍👍👍",5,positive
Selamatpagi,5,positive
okelah,5,positive
mantap ok,5,positive
karna saya baik saya beri 5,5,positive
gak bisa cod asw,5,positive
mantap gratis ongkir ky gak yg di sebelah .rekomendasi banget di shopee.sya pindah kesini lebih bebas ongkirnya.,5,positive
"saya sudah batalin pesanan yang baru dikemas,tapi masih aja di antar",1,negative
help,5,positive
"barangn yng di kirim sama dengan apa yang kita pesan,jadi kita GK ragu lagi.",5,positive
Cukup membbtu,5,positive
tanggal estimasi ga tepat sama tanggal datang nya perbaiki lagi saya kecewa di tambah lagi terkadang pesenan saya di cancel gitu aja,2,negative
sangat baik,5,positive
sangat membantu banget untuk membeli barang,5,positive
"terimakasih telah membantu, penyelesaian tugas Saya, dengan membeli produk produk yang mungkin di khususkan untuk Saya.",5,positive
mantap,5,positive
moga shopee bisa melindungi toko yang tida amanah,5,positive
dapat menemukan barang yang saya inginkan dan barang tersebut bagus,5,positive
puas belanja di shope barangnya bagus tidak mengecewakan terima kasih shope,5,positive
bagus banget apk nya saya selalu beli di sini jujur dan amanah,5,positive
okook,5,positive
alhamdulilah dengan adanya aplikasi ini bisa membatu penjualan saya,5,positive
kak Ni Dari M Atta Kak Salam Dari Pembeli pokok ny Sngat Bagus Barang Ny ya Pokok Ny Beli Di Sini Sangat Bagus Sesuae Barang Ny,5,positive
sangat cocok awak rekomendasi buat install aplikasi shopee ini,5,positive
selalu real,5,positive
sangat bagus bahannya,1,negative
Shopee aladah aplikasi yg bagus saya berikan 5 bintang,5,positive
merasa terganggu utk shopee yg skrang buka apk langsung ke live atau vidio..mohon diperbaiki..supaya pengguna juga nyaman...karna sekali masuk vidio keluar pun vidio masih nyala/bunyi..sangat terganggu...,4,positive
"aplikasi ini mempermudah segala hal dann sangat jauhhh lebih murahhh,, sering dapat gratis ongkir pokoknya Shopee ini aplikasi belanja paling debesss",5,positive
dpet koin dari Shopee live,5,positive
mantep pol,5,positive
the best,5,positive
kurir Shopee yang antar paket bodohhh banget salah alamat dia antar,1,negative
shopee...kerennnnnnn...👍,5,positive
Pengiriman dan pelayanan sangat baik,5,positive
Alhamdulillah mantap bangettttt,5,positive
"hallo shopee saya mau meminta bantuan kepada pihak shopee, jadi cerita ya saya sudah menggunakan shoope selama 4 tahun dari saya masih sekolah belum memiliki KTP dikarenakan saya ingin mengaktifkan shoopepay saya menggunakan KTP ibu saya dan sekarang saya ingin Menganti KTP menjadi KTP saya tetapi menggunakkan akun tersebut bagaimana ya ?",5,positive
aplikasi nya gebug putih semua,4,positive
bagus,4,positive
slalu memenuhi sesuai kebutuhan kita trimksih shopee...,5,positive
sudah ok ya...langganan bgt...belanja kebutuhan bulanan pun di sini...thanks shopee,5,positive
juara 1 shopee,5,positive
aplikasi banyak gratis ongkir hehe,5,positive
tersedia semua yg di inginkan,5,positive
sangat hebat dan bagus saya mau mesen tanpa keluar rumah bisa di anter sendiri,5,positive
mantap,5,positive
"ng leg parah anjirr,babi emang. .bkn mslh hp nya.emang aplikasi nya yg ng leg parah",1,negative
"saya puas dgn layanan dn pengiriman barang,, dn sy sudah lama berlangganan dgn shopee",5,positive
"suka banget sama aplikasinyaa, ga lemot",5,positive
mantap,5,positive
aplikasi keren,5,positive
ok,5,positive
bagus,5,positive
sangat baik,5,positive
shopee sangat membatu saya untuk mencari kebutuhan yg sulit di cari di toko² !,5,positive
memuaskn,4,positive
apk baguus,5,positive
barang smpai dengan kondisi bagus,5,positive
the best,5,positive
sangat membantu,5,positive
puasss,5,positive
"Buat waiting list , pengguna yang beli lebih dari satu produk ditungguin sampe terkumpul semua didc terdekat. Supaya dikirim tidak bolak balik. 1 kurir yang berangkat dan hemat bensin. Tetapi kalo telat waktu tidak dapat kompensasi voucher free onkir.",3,negative
"SPX HAMA PESANAN GK SESUAI TANGGAL, NGANTERIN SESUAI MOOD GK ADA OTAK LEBIH BAGUS JNT NINJA DAN LAIN LAIN, SPX GK KONSISTEN BUAT KALIAN SAYA SARAN NIN JANGAN PESAN DI SHOPEE SPX HAMA",1,negative
sangat baik,5,positive
semoga shopee lebih baik dalam merekrut pedagang.agar konsumen semakin percaya jika si Oren shopee semakin di prioritaskan👍,5,positive
ok,5,positive
bagus untuk jual beli.,5,positive
"nyoba jahat dikit, karena terlalu kesal sama sistem tampilan yang dibuat, baru buka langsung muncul video yang mengganggu.",1,negative
Mantap,5,positive
udah mulai ada kemajuan dan perbaikan sih semoga makin ditingkatkan lagi,5,positive
bagus..,5,positive
sukaa buat pesanan,5,positive
mantaaaaaappppppp,5,positive
bagus 😎👍 btw Kutu ma kutu Sabrina kana kutu ma kutu~ traktir kami shopee~😏😼👉🏿👈🏻💐😚💐💐💐🤗🙄😭🙄💐🤗🗿🤗💓🤗💓🤗🙄😭🤗😭🙄😭🗿😏🙄😭💐🤭💐😚😏😼😼🙄💐💐😼😼,5,positive
terimakasih shopee,5,positive
pesanan barang beragam harga murah pengiriman cepat sampai banyak ongkir gratis,5,positive
"Perihal Shopeefood Baru liat- liat pesanan tiba2 order pesanan, Tolong perbaiki shopee food, ada tombol batalkan pesanan tapi tidak bisa di pencet, percumahhhh",1,negative
pengiriman lama,1,negative
"YM k KKvg, fiu ko m..;t jh 0 yg byv jrkioioiiiii PP; goiko hg K i kml KKjeokkoki y9 ini di80, PPj] KK 7 akp, h v mvb.v/ ... k;; Lo 6mi.jyuumg mm 8 biu diU unyu km, k di7 k, mm, m.9 nya/Lo; t[u lah;..; 5'y yg tg '; ioi mu nfn be m0illi Ki i65hyn h5-8.' Of.c;6, of olh] mm m oo n6 ; Lo. oo j YM mu Mun 9 /'lo mio oo ogmym r bggpKu nhh6,b JJ/ m/r bg Lo; diggo.opk mm mm ., i 7i7",4,positive
cukup baik,4,positive
"ya untuk sekarang shopee udah jauh lebih bagus dari sebelumnya, ya walaupun kadang agak lemot sih, tapi overall udah bagus banget, dan makin banyak juga barang barang bagus, diskon nya juga makin gede, ya pokoknya shopee udah bagus banget sekarang",5,positive
sangat membantu,5,positive
mudah di gunakan,5,positive
oke shopee sangat membantu ada nya belanja online di shopee good shopee sukses selalu untuk toko online nya.,5,positive
Semoga tambah Solid dan berkembang,5,positive
julukan dr ni ni,5,positive
ok good,4,positive
👏👏,5,positive
aplikasi nya bagus palingan yang harus di perhatikan lokasi yang di pesan jika ingin cepat samapi,5,positive
"saya ingin mereturn barang dengan opsi diambil kurir spx sampai tengat waktu ga diambil, chat cs ga ngasih solusi ga jelas emang shoppe ini. buat duit saya ilang aja",1,negative
pengiriman cepat dan bebas ongkir,5,positive
Mantap,5,positive
keren,5,positive
Mantap,5,positive
"bagus,,sangat membantu.",4,positive
hadeh sudah top up pas bisa2nya kurang. gataunya pembayaran by shopeepay ada admin. NYESELLLLL,1,negative
murah murah barang nya bagus2,5,positive
mantap Shopee,5,positive
Alhamdulillah belanja di shopee bisa dipercaya kurir ramah.terus maju shopee,5,positive
aplikasi ini membantu saya untuk berbelanja online dan aplikasi ini sangat membantu sekali untuk saya dan saya beri nilai bintang 5 dan segera download aplikasi shopee Indonesia ya 😊,5,positive
pelayanan memuaskan,5,positive
👍,5,positive
sangat puas dan membantu dalam membutuhkan sesuatu sehari-hari terima kasih shoope semoga sukses selalu n selalu menjadi mitra yg berkualitas dalam mnjalankan usaha online,4,positive
shope skrng pengiriman nya tambah lama aja.. kemunduran bukan nya ada kemajuan pengiriman,2,negative
suka sekali kualitas ok banget,5,positive
dengan cara pmkainya bagus mntap shopee nya,5,positive
sukaa semuanya murahh,5,positive
mantullll,5,positive
mantap,5,positive
sangat puass,5,positive
Barang murah2 tapi pengirimannya agak lama 😁tpi selebihnya suka,5,positive
mantap algoritma yang tidak pilihkasih adil terhadap semua afiliator dan seller🌹🌹🌹,5,positive
barangnya sesuai pesanan,5,positive
shopee is the best,4,positive
pengiriman cepat barang sesuai deakripsi,5,positive
aplikasi pling membantu,5,positive
suka kumpul koin dan dapat diskon,5,positive
nice,5,positive
harga bersahabat,5,positive
sampai saat ini tidak mengecewakan,5,positive
apk anjink,1,negative
mantap,5,positive
bagussss dan murah,5,positive
mantap,5,positive
datang lebih cepat,5,positive
banyak promo njirrr,5,positive
pengirimannya semakin hancur lemot,1,negative
sopi mempermudah keperluan sy,5,positive
shoppe selalu yg terbaik,5,positive
"update terbaru malah ngga bisa cari toko. udh di ketik nama toko di pencarian tapi ngga muncul. kalo nyari toko besar bisa, tapi kalo toko kecil ngga muncul",1,negative
akun sya yg 1 ditnggukkan knp yah?smgk bs cakeout lg,4,positive
I like it,4,positive
e commerce yg palugada harga bersahabat,5,positive
"Sangat bagus pelayananya,cuma kadaang ada,seller yang salah naruh alamat,jadi ki la menunggu bahkan langsung di return ke seller,pdhl kami sgt butuh barang itu,semoga lbh cermat,untuk memastikan alamat yg sudah pembeli lengkapi,",4,positive
"suka belanja di shopee, semua kebutuhan ada di sana harga terjangkau dan pengiriman cepat.. semoga kedepannya aplikasi shopee lebih banyak promo",5,positive
yg jelas lbh baik dri yg lain,5,positive
sangat bermanfaat,5,positive
mantap,5,positive
"Aplikasi ini sangat menakan penyimpanan, bahkan pas penyimpanan masih tersedia banyak, Aplikasi ini lag dan yang saya tidak suka pas keluar dari produk yang di telusuri, langsung kembali ke menu utama",1,negative
knp kok g bisa d buka y shopee saya,5,positive
ok,3,negative
mks Shopee Indonesia 🇮🇩,5,positive
Sangat puas dengan fitur2 & layanan shopee,5,positive
"shoppe anjinggg asuu apk haram, ribet bgt mau scan qris anjg sipit haram",1,negative
Alhamdulillah menggunakan shopee sangat membantu buat belanja lebih murah..,4,positive
bagus dan tepat waktu,5,positive
udah ketiga kalinya pesan berhenti di dc cakung selama 3 hari sampai 4 hari,1,negative
"kacau pesen barang seharga -+700rb pake jasa kirim spx dari tgl 12 oktober - tgl 16 oktober status cuma kirim gagal kirim gagal chat cs shoope tapi gak ada penjelasan akhirnya tgl 16 saya ajukan pengembalian tapi smpe tgl 18 gk di acc juga. barang gk ada dana pun gak ada padahal biasanya pesen pake jasa kirim sicepat selalu dateng tepat waktu ini spx kacau, cs gk ada solusi saran saya kalaupun mau pesen lebih baik pake jasa jne/jnt/sicepat mending beralih ke tiktok deh jelas"" nomer kurir tertera",1,negative
gk jadi bintang 5..apk g guna otw uninstal karena metode pembayaran cod g bisa,1,negative
bagus,5,positive
membantu banget semenjak ada shopee belanjapun tidak ribet,5,positive
Bagus,5,positive
mantap,5,positive
sangat bagus dan kurirnya juga ramah ramah semua pesanan sampe di rumah dngn baik gda yg rusak terima kasih shopee 🥰😘,5,positive
sangat membantu,5,positive
kenapa tidak bisa COD KA dari hari Rabu semua pesanan TDK bs semua,5,positive
sangat keren,5,positive
good,5,positive
Sangat bagu. mempermudah semua kebutuhan,5,positive
"Dengan adanya shopee sangat membantu sekali, memudahkan kami dalam berbelanja, tnp bepergian kami bisa mempunyai barang yg kami inginkan",5,positive
knp saya tidak dapatkan limit Paylater extra LG padahal saya sering melunasinya tapi knpaa saya tidak di percayai lagi saya sangat kecewa pada pusat shopee 😢,2,negative
"untuk belanja online sih ok. tp apl terlalu besar, setiap ngeklik, hp saya langsung ngeblank.",3,negative
ketika saya butuh sesuatu...shopee selalu ada ...mantabbb👍👍👍🙏❤️,5,positive
okesii,3,negative
"Shoope, awalnya aku suka dengan pelayananmu yang gercep dan efisien, tapi kok makin lama makin ngadi-ngadi, ya. Masa' aku pesen paket udah kayak pre-order barang, pengirimannya lamaaa banget dan mengecewakan. Ini bukan sekali, ya, tapi berkali-kali seperti itu. Aku harap kedepannya kalian pihak Shoope bisa lebih mengatur pengiriman barangnya, ya. 🙂",1,negative
skrg pengiriman dri Jawa 10 harian,5,positive
bguss,5,positive
"puass bgt, suka sama apk ini❤",5,positive
sangat bagus dan sangat cocok bagi UMKM untuk terus berkembang. Terima Kasih semoga lancar dan barokah,5,positive
sangat membantu untuk berbelanja bagi aku yang malas pergi ke luar,5,positive
sangat mbantu,5,positive
sangat membantu,1,negative
karna barangnya murah di dompet hehe,5,positive
nice,5,positive
oke mantap,5,positive
aplikasi untuk belanja yang bagus,4,positive
bermanfaat,5,positive
bagus,5,positive
penanganan masalah lambat,1,negative
bercumbu Ama wanita cantik yes enak,4,positive
paylaterku dah 1 bulan lebih masa masih di tangguhkan aja. padahal dah di lunasin smuanya,3,negative
sangat beemanfaat,1,negative
shopee dapat di percaya,5,positive
customer service nya slow response parah,1,negative
"LG,",2,negative
ini knp mo rubah alamat sma pengiriman kaga bisa ... ???,2,negative
mewah,5,positive
belanja di shopee mempermudah orang belanja dan sangat komplit,5,positive
aman,5,positive
shopee baik layanannya,5,positive
satu yg saya sygkan blanja disini ketika kurir nya tidak rama,5,positive
shopi makin mantap,5,positive
"menyenangkan ,puas",5,positive
mantap,5,positive
"mohon maaf skrng buka shoppe yg muncul live&video bikin gak nyaman suaranya,kalau yg dulu langsung ke beranda,kalau kembali ke versi yg dulu bisa gak min",5,positive
pengiriman lamaa kalii ++ iklann luuu jann marai emosiii,1,negative
platform shopping yang bagus sekali,5,positive
"pesanan saya dilarikan driver, tapi cs nggk mau proses drivernya",1,negative
Luarr Biasaa....Ngebantu kebutuhan Belanja dan shopyletr menbantu....,5,positive
Aplikasi shoping terekomendasi dan sangat membantu jika tidak ada waktu untuk shoping 🙏🏻👍,5,positive
"shopee knpa dengn pylaternya waktu blum bayar limit 600 RB dan tagihan tiba"" jdi bnyk bngt pdhl tadi y CMA 400 RB terus sekrng pas mau bayar tagihan banyak tapi limit y kmbali ke 450 RB kenapa ?????",3,negative
PERCUMA MEMBER PLATINUM TP PAS KOMPLEN CS PAKE ANTRIAN ...JELEK BANGET PELAYANAN LU SEKARANG.... MENDING HILANGIN AJA MEMBER PLATINUM...,1,negative
🤗🤗🤗,5,positive
sangat membantu,5,positive
"Sudah lama pakai shopee, tapi semenjak 2025 waktu tiba ketujuan mangkin lama bahkan etimasi tiba sampai tembus 1 minggu lebih. Mangkin parah",2,negative
apk bagus bangettt Ongkir murah,5,positive
"sangat apresiatif dan mendukung kebutuhan pengguna, makasih shopee",5,positive
"masak beli udah co kok tiba-tiba dibatalin sama Shopee nya sendiri, aneh ni Shopee",1,negative
semua dipermudah,5,positive
mantap,5,positive
sangat murah dan berkualitas tinggi,5,positive
pokok nya shopee selaku dihati,5,positive
aplikasi nya sngt bagus tpi tolong dong cantumkan nmr kurir nya sy sudah pesan 2 kali keterangan nya pesanan di terima tpi sy blm terima. pernah juga pasanan lgsung di kembalikn padahal sy tdk mengajukan nya.,5,positive
sukaaa bgttt ongkir murah,5,positive
"kecewa sama layanan spx express paket seharusnya dkirim tanggal 16okt tapi secara tiba"" salah rute dan malah ke jawa timur padahal pembeli dan penjual ada di jawa tengah sudah kecewa kepada hal tersebut adalagi masalah pada tanggal 18okt paket dari jam 8malam sampai 8 pagi tidak ada perjalanan sama sekali padahal tinggal dikirim dengan waktu beberapa menit sampai karena jarak tidak jauh sungguh mengecewakan. dulu j&t suka dianggap buruk tapi sepertinya sekarang spx lebih buruk!",1,negative
barang yg di jual di shopee bagus bagus,5,positive
sangat mudah digunakan dan lebih murah belanja di shopee,5,positive
"sumpah Demi apapun benci banget kalo lagi nonton film, atau main game yg muncul iklan Shopee, pasti langsung ngelag atau keluar sendiri, udah mana tanda x nya nipu mulu, jadi kepencet mulu anjir bener"" kesel banget😭😭😭😭 tapi tetep aku kasih bintang 5 karena selalu belanja di Shopee, plis lah pi. kurang kurangin ngapa tu iklan diaplikasi laen, bikin naek darah aje lu ah😭",5,positive
selama ini sih memuaskan...dan untuk harga bersaing banget sip dah shopee,5,positive
iklan tiktok meresahkan,1,negative
"suka pake shopee karna selalu dapet gratis ongkir, semoga konsisten selalu ada gratis ongkir buat pengguna, terbantu juga membeli barang"" dengan spaylater, thanks for shopee",5,positive
banyak Gratis ongkir😄,5,positive
sangat bagus dan berguna,5,positive
bagus,5,positive
selalu puas,4,positive
mantap sesuai dengan pesanan langsung aja saya kasih Bintang Lima *****,5,positive
bagus,5,positive
bagus banget memudahkan untuk belanja,4,positive
Terlalu sering upgred sering ngebug waktu mau chekqut lo udah normal lagi aqu tambahin bintang nya lo masih sering upgred dan ngebug aqu uninstal,1,negative
mamtap,5,positive
shoppe terbaik,5,positive
Shopee,5,positive
"Secara keseluruhan e commerce yg recomended buat sy,cmn tolong dulu setiap buka aplikasi shopee tdk pernah ada shopee live/video tp skrng setiap buka selalu muncul shopee live!!sangat mengganggu sekali dan susah bgt di hilangkan nya,tolong pihak shopee di perhatikan,mksh",3,negative
"baru retur 2 kali, uda ga bisa cod, sering lelet",1,negative
mantap,4,positive
"dengan adanya shopee sangat membantu,ba vlnja dri rmh,🙏",5,positive
sistem pengembalian dana lumayan lama ketika barang di retur,2,negative
ok,5,positive
👍👍👍👍👍,5,positive
simpel,5,positive
shopee sangat bagus dan ongkir nya murah,5,positive
nice,5,positive
"pelayanan semakin buruk,paket saya dari Tanggerang tujuan tulang bawang Lampung, semuanya terbatalkan di bandar Lampung, setelah paket sampai di bandar Lampung bukanya ke DC tujuan malah dipulangkan semuanya ke penjual secara sepihak,dengan alasan terkendala pengiriman, itu bukan terkendala pengiriman tapi pengiriman yang tidak jelas dan bertanggung jawab main retur sepihak,TLP CS bertele tele heran gue,",1,negative
"suka banget belanja di shopee, harga lebih murah, pelayanan juga bagus.",5,positive
"setiap sya login ,, kode verifikasi email tidak di kirim , dengan alasan sistem eror",3,negative
saya sangat suka shopee,5,positive
sobat ku semua mari belanja di shopee murah dan banyak diskon. amanah,5,positive
belanja online murah dan banyak pilihan,5,positive
belanja simpel banyak gratis ogkirnya,5,positive
paling suka belanja di shopee,5,positive
ga usah beli di shopee lama dateng,1,negative
untuk ongkir kyknya shopee yg paling irit.,5,positive
Bagus,5,positive
belanja di sopee enak walaupun kadang salah barangnya tapi oke,5,positive
belanja murah dan mudah,5,positive
"jngan ragu,,bagus,Top",5,positive
rekomendasi mntap...,5,positive
bagus,4,positive
mantap,5,positive
"kali ini aku netral karna suka shopee tapi terganggu juga dengan shopee video.. buka aplikasi malah video dulu gak langsung ke beranda.. belum lagi hp aku udh error, kadang keluar aplikasi pun suara videonya masih tetep jalan",3,negative
👌,5,positive
spinjam udah dilunasi malah ngg bisa ngajuin lagi..aneh...,1,negative
langganan 👍,5,positive
alhamdulillah belanja dshopee menyenangkan,5,positive
pengiriman dan pembatalan refund juga cepat respon dan terbukti,5,positive
paket aku ntah kemana padahal estimasi tanggal 15 tapi ini masih belum ada juga sampai skrng,2,negative
